Mother,Daughter,Nvertex,Intermediate,Signatures,Chain,Signatures (Easy-Read),All Possible Signature,Minimal Set,Minimal Set (number of elements),Minimal Set (same flavour)
tau,G,3,B b,bbT,tau -- (T) -- B -- (b) -- b -- (b) -- G, 2b + 1tau,"{'bbT', 'ttT', 'jjT'}","['bbT', 'ttT', 'jjT']","[1, 1, 1]",['(JJ)T']
tau,H^+,2,B,vT,tau -- (T) -- B -- (v) -- H^+, 1tau + 1v,{'vT'},['vT'],[1],['vT']
tau,H^0,2,B,vT,tau -- (T) -- B -- (v) -- H^0, 1tau + 1v,{'vT'},['vT'],[1],['vT']
tau,q,2,B,jT,tau -- (T) -- B -- (j) -- q, 1j_l + 1tau,{'jT'},['jT'],[1],['jT']
tau,d,2,B,jT,tau -- (T) -- B -- (j) -- d, 1j_l + 1tau,{'jT'},['jT'],[1],['jT']
tau,u,2,B,jT,tau -- (T) -- B -- (j) -- u, 1j_l + 1tau,{'jT'},['jT'],[1],['jT']
tau,l,2,B,Tl,tau -- (T) -- B -- (l) -- l, 1l + 1tau,{'Tl'},['Tl'],[1],['Tl']
tau,nu,2,B,TX,tau -- (T) -- B -- (X) -- nu, 1tau + MET,{'TX'},['TX'],[1],['TX']
tau,e,2,B,Tl,tau -- (T) -- B -- (l) -- e, 1l + 1tau,{'Tl'},['Tl'],[1],['Tl']
tau,b_L,2,B,bT,tau -- (T) -- B -- (b) -- b_L, 1b + 1tau,{'bT'},['bT'],[1],['bT']
tau,t_L,2,B,tT,tau -- (T) -- B -- (t) -- t_L, 1t + 1tau,{'tT'},['tT'],[1],['tT']
tau,t,2,B,tT,tau -- (T) -- B -- (t) -- t, 1t + 1tau,{'tT'},['tT'],[1],['tT']
tau,b,2,B,bT,tau -- (T) -- B -- (b) -- b, 1b + 1tau,{'bT'},['bT'],[1],['bT']
tau,tau_L,2,B,TT,tau -- (T) -- B -- (T) -- tau_L, 2tau,{'TT'},['TT'],[1],['TT']
tau,nu_tau,2,B,TX,tau -- (T) -- B -- (X) -- nu_tau, 1tau + MET,{'TX'},['TX'],[1],['TX']
